,tweet,topic,sentiment
447,"The new variant of the Corona, the Omicron, has caused disturbance around the world.#vaccine #covidvaccine #deltastrain #omicron #newvariant #corona #getvaccinated #covid19 #smccenters #RTPCR #smcvaccination #suratcitynews #surat #suratcity #citynews #suratnews #chaitimefeed https://t.co/vWg3ATqPCI",,
448,"India: Post Vaccination death #10532 to #10534Karnataka Dr GN Ganesh Kumar died on 27 Apr after taking two doses of the vaccine. Dr Mahesh died on 18 Apr&amp; Dr Ramegowda CC died on 29 Apr, both had taken the 1st dose of the vaccine. https://t.co/tr5a1tdc6E",,
449,"@IlonaKickbusch @AleksandraPH The world is still struggling with this pandemic. What was required - lockdown, share openly each vaccine as it was developed, mass produce the vaccines, (deal with loss from patents after recovery) deliver it to every corner of the world. We’d avoided all these mutations.",,
450,"Time Oz Greek Orthodox ousted UNholy Archbishop:Oz taxe$ meant 2 treat elderly@StBasil's with respect &amp; care elderly have earned from rest of us went 2 Archbishop's robe+luxury pad he wasn't supposed 2 live in:St Basil's ""place of neglect"":50 Covid💀 https://t.co/4WOwnU9YnZ",,
451,"Yesterday's and the day before yesterday's catch. 💯✨Haven't done much this weekend as I got sick. No worries, still covid-free. https://t.co/hbYkPaxTRk",,
452,@PatrioticTrauma @Right2Liberty What you are missing is endless jabs = toxic spike production increasing chance for severe damage. 15 months the spike lingers in some. Every jab compounds damage. Dr Peter McCullough has spoken repeatedly of this.,,
453,"@KurtisBishop1 @Heather79993216 @LeslynLewis Good point. I’m not listening to the fear mongers with an agenda: the government, big pharma and the media. Kids have a greater chance of vaccine injury than any harm from the virus.",,
454,How COVID shots for kids help prevent dangerous new variants https://t.co/903PmMHP8S via @YahooNews @AP @AssociatedPress @AP_Archive @AP_GMS @COVID19Tracking @ntfcovid19ph,,
455,"Moderna booster isn't as bad as shot #2 but damn, I feel like I was hit by a truck",,
456,Healthcare professionals have a duty to support vaccine hesitant patients by- asking about concerns without judgement 📣 - actively listening👂 - explaining data on their terms 📈- building trust: allow space to process &amp; ask questions - be patient without judgement (2/2),,
457,Switzerland must vote on whether to keep Covid restrictions as cases increase https://t.co/5JwUQWF8YR,,
458,"Missouri judge tosses COVID-19 health orders, calling them ‘naked lawmaking by bureaucrats’ https://t.co/4wlgyPdcg6",,
459,"@carmiico You haaaaave to do a photoshoot at the Tulip festival in Ottawa (april-ish each year, but idk if covid cancelled that?), ahh it'd be too good 😌💖💖",,
460,This is what we need in kenya. Those coercive measures to get us vaccinated should be lifted. https://t.co/wI0sp4HNNP,,
461,There is NO REASON FOR THESE MEASURES! 👇🏻 #Omicron https://t.co/Gddko3F6MR,,
462,@shookster1000 @alacrates @ScottAdamsSays once infected how many vaccinated die?once infected how many unvaccinated die?get back to us with that [you won't],,
463,@sbampfield @benkimber77 @LaTrioli Yes Banga you are totally right . Once the bill comes in the rules change completely. It’s not about the vax too much it’s about lockdowns. How many in Victoria want lockdown for 2022? If the bill comes in the lockdowns will be much worse than 2020 and 2021 put together.,,
464,@MrNaivete @ja_warner1 @alternabirth @savvymike1 @KimIversenShow Yes these issues occur all the time at the same rate in unvaccinated as in vaccinated.   So we know there's no causal link - if there was it would be evident in clinical trials and/or in spikes in cases compared to previous years,,
465,"@JPlanellas @PaulADW @TheMarieOakes 🤣Shouldn't have released a bio-weapon then. And maybe they shouldn't create escape variants by using a non-sterilizing vaccine (transfection). People like you are so clueless. No understanding of immunology, history or geo-politics.  Propagandized.",,
466,@RealCandaceO Are you going to recommend ppl take the pfizer pill to reduce the chance at hospitalization by 95%? Or are you going to tell them to keep trying hydroxychloroquine and ivermectin,,
467,@dubsndoo My family has a place in florida.... said it is 💯 like the before timesCovid and masking ..... isn’t a thing.... like not at all Prepare yourself for an alternate reality experience,,
468,Two travellers test positive to Omicron strain of COVID-19 in Sydney https://t.co/r9O2bhoPx6 Seriously is anyone surprised that SHITNEY have let this new strain of Covid into the country they started the whole thing in Australia so why wouldn’t they continue that trend ?,,
469,"@sambearrr @RealCandaceO Participated in what, exactly? Taking a questionable vaccine with limited data that has been politicized into oblivion by Democrats? Yeah, no. You participate. Me and my superior natural immunity are doing just fine, sweetheart.",,
470,China to donate 600 million COVID-19 vaccine doses to Africa https://t.co/aAvJJiuzzX,,
471,@MSShastri9 @Priyank98741509 CIVIL SERVICES COVID RELIEF Consider our suffering and pain. Govt has to help us. Grant Fair Opportunity #UPSCExtraAttempt @PMOIndia  @narendramodi  @AmitShah @gssjodhpur  @myogiadityanath  @drdineshbjp  @ABVPVoice  @JPNadda  @BJP4UP  @DoPTGoI  @swatantrabjp  @kpmaurya1,,
472,Kaye Adams shares candid health update 24 hours after Covid booster jab https://t.co/HJAlEgPtQr,,
473,@eNCA But they have 10 days quarantine at over £ 2000.,,
474,@amandamull Also I joined this book club during the pandemic and it’s all hits no skips on bizzaro but great https://t.co/U8gO3G16od,,
475,And non maskwearing anti vaccine dolts .... Don't care if its not the rule made by this disingenuous killer government 💔😪💔Hope he's in hospital soon &amp; recovers well 🤞 https://t.co/o7qf3lddcc,,
476,@IndiaToday @jayanta_ghosal1 @PoulomiMSaha Aspirants who gave their last attempt prior to 2020 were in an advantageous position. COVID warriors demand equity and justice #UPSCExtraAttempt@PMOIndia@DoPTGoI@smritiirani@AmitShah@DrJitendraSingh@BJPMahilaMorcha#2 YEARS RELAXATIONhttps://t.co/iCWwzHVdwt,,
477,"For no reason in particular here are three pandemic depression snacks I've partaken in (not saying these are good, but maybe some of them are):1) Toast with siracha and vegan mayo2) A spoon of peanut cooked with a lighter3) Tortilla chips and ketchup",,
478,@GovKathyHochul Your cult like obsession with the vaccine indicates you obviously have some kind of incentive to be pushing these so hard.,,
479,"@NoDenynTruth @markjarthur You're suffering from insanity. Seriously, i already read about many people like you who mocked unvaxed and then died either from  clots/heart attack adverse events or from covid anyway. Keep that lose/lose approach for you..",,
480,"[LIVE REPORT]ALSA English Championship 2021""Creativity in the Midst of Pandemic""Agenda: Penutupan oleh MC, Eli Ardalya📍Zoom Cloud Meeting https://t.co/RpJ01AIiAP",,
481,Canadians to get biggest drop in gasoline prices since 2009 over COVID variant fears https://t.co/QVdFtC7X5H,,
482,@mmpadellan @GregAbbott_TX Abbott not Costello has kept his head up his ass since the beginning of the pandemic and still fails to show that he's got a brain cell.,,
483,New York Declares State Of Emergency To Fight Omicron Variant https://t.co/8kpH98a7zD,,
484,"@hostofthefeast yep, apparently up to 5,000 have refused to take the jab",,
485,@blknoiz06 Only After 6 booster shots and 3 different vaccine they Will give up,,
486,"Mandatory vaccination is going to be tricky considering the constitution, their best bet is to implement mandatory rapid covid tests before entering establishments.",,
487,"@POTUS But you left the southern borders open. Where 150,000 + unvaccinated illegal immigrants are coming in to our country from 150+ different countries monthly. Why are there not travel bans from all countries with cases of Omicron?  Makes no sense. Just more smoke and mirrors!",,
488,@CP24 about as rational as shutting down for covid,,
489,Stricter border control. More testing. Our past experience with the original covid strain and delta variant has taught us that these are the solutions we need to avoid a surge. SANA WAG LANG REIMPOSITION NG FACE SHIELD POLICY ANG PAGTUUNAN NG PANSIN!!,,
490,@TimHuttonAu @OverSlavery @Lookup87765684 @tarullz80 @Azzymiller @9NewsMelb So your saying the first 5 lockdowns worked but for some reason the 6th didn't and you think that makes sense even no the vax rate was the highest for the 6th lockdown 🤣🤣🤣,,
491,@DGBassani @crwequine Proof of vaccination is becoming quite irrelevant in these contexts.,,
492,@pre176 @florian_krammer @ScottGottliebMD 2/2 It’s a ‘few’ *identified* cases. Are we really saying the reservoir at this point is (surprise) all AFRICAN countries? Omicron is in European countries and likely has already made it to US. Perhaps the also documented ‘mild’ symptoms make it hard to pinpoint…,,
493,"it’s so fuckin weird to me that ppl will spend so much time, money, &amp; energy on getting a fake vaccination card as opposed to just getting the damn shot",,
494,"Negative for Covid, but Gender? Who knows https://t.co/fKAef6JLRN",,
495,"""Long before the COVID-19 pandemic and the concomitant vaccine, the anti-vaccination movement was mainly identified with one very specific myth: the idea that vaccines cause autism.""https://t.co/JnVnyFkoN0",,
496,"@ChrisGabel1 @drdenwalker If you haven't had 2 shots CDC says you're unvax. Soon you'll have to have 3 jabs. Also CARES Act: ""A Medicare add-on payment of 20% for both rural and urban inpatient hospital COVID-19 patients;""  follow the money.https://t.co/0bO0T4dTv5",,
497,@CassieLee Do you feel lonely in this quarantine  too?,,
498,"Delhi Records 34 New COVID-19 Cases, 1 Death https://t.co/MbLkYgUtNu https://t.co/qR5LjmmW5C",,
499,"💬Canada, Australia report cases of omicron; Fauci says new variant might 'evade immune protection': COVID-19 updates - https://t.co/KR3NXVsvoR📻 87.7fm | 📲 https://t.co/g70GVICZX8 https://t.co/tkEemo4gGa",,
500,"@_RavensFan61 @pptsapper Yet they consistently vote against their own interests!You don’t really think the orange-haired douchebag gives a flying fuck about that outraged ‘little man’, do you?How e.g. does vaxx denialism help these people?How does voting for what the Rs have become ***help*** people?",,
